id,institution,topic,count
770,Dresden University of Technology,Atomic Physics,7
771,Dresden University of Technology,Optimization and Control,7
772,Dresden University of Technology,Mathematical Finance,7
773,Dresden University of Technology,Adaptation and Self-Organizing Systems,6
774,Dresden University of Technology,Analysis of PDEs,6
775,Dresden University of Technology,Systems and Control,6
776,Dresden University of Technology,Combinatorics,6
777,Dresden University of Technology,Digital Libraries,6
778,Dresden University of Technology,Logic,6
779,Dresden University of Technology,Neurons and Cognition,5
780,Dresden University of Technology,Emerging Technologies,5
781,Dresden University of Technology,Other Condensed Matter,5
782,Dresden University of Technology,Information Theory,5
783,Dresden University of Technology,Chemical Physics,5
784,Dresden University of Technology,High Energy Astrophysical Phenomena,5
785,Dresden University of Technology,Networking and Internet Architecture,5
786,Dresden University of Technology,Nuclear Experiment,4
787,Dresden University of Technology,Algebraic Geometry,4
788,Dresden University of Technology,Information Retrieval,4
789,Dresden University of Technology,Applied Physics,4
790,Dresden University of Technology,Complex Variables,3
791,Dresden University of Technology,Group Theory,3
792,Dresden University of Technology,Fluid Dynamics,3
793,Dresden University of Technology,Computation,3
794,Dresden University of Technology,Robotics,3
795,Dresden University of Technology,Signal Processing,3
796,Dresden University of Technology,Human-Computer Interaction,3
797,Dresden University of Technology,Instrumentation and Detectors,3
798,Dresden University of Technology,Pricing of Securities,3
799,Dresden University of Technology,Tissues and Organs,3
800,Dresden University of Technology,Neural and Evolutionary Computing,3
801,Dresden University of Technology,Cryptography and Security,3
802,Dresden University of Technology,Geometric Topology,3
803,Dresden University of Technology,Differential Geometry,3
804,Dresden University of Technology,Numerical Analysis,2
805,Dresden University of Technology,Performance,2
806,Dresden University of Technology,Multimedia,2
807,Dresden University of Technology,Astrophysics of Galaxies,2
808,Dresden University of Technology,Image and Video Processing,2
809,Dresden University of Technology,Populations and Evolution,2
